ID,Input1_Expression_1,Input2_Expression_2,Input3,Input4,PE_bin0_Expression_1,PE_bin0_Expression_2,PE_bin1_Expression_1,PE_bin1_Expression_2,PE_bin2_Expression_1,PE_bin2_Expression_2,bin_0_1,bin_0_2,bin_1_1,bin_1_2,bin_2_1,bin_2_2,concentration,class,Input1_Expression_1_freq,Input2_Expression_2_freq,PE_bin0_Expression_1_freq,PE_bin1_Expression_1_freq,PE_bin2_Expression_1_freq,PE_bin0_Expression_2_freq,PE_bin1_Expression_2_freq,PE_bin2_Expression_2_freq,avg_input_freq,Exp_weight_1,Exp_score_1,Exp_weight_2,Exp_score_2,Exp_score
MN283360.1,2624.0,2987.0,3911.0,2561.0,341.0,51.0,2909.0,2666.0,4447.0,6376.0,1495.0,5149.0,2763.0,1092.0,181.0,37.0,A,others,0.0004000294421669435,0.0008324265233154646,9.111182804693804e-05,0.0007733503984216211,0.0010037324042189255,1.901803311844175e-05,0.0005356505895169143,0.0015640267471382994,0.0006162279827412041,1.0420431847081078,1.7352377180852716,1.9150785765029754,3.0516851511220118,2.393461434603642
MW458802.1,2297.0,1005.0,869.0,661.0,17.0,7.0,449.0,852.0,1745.0,755.0,873.0,4413.0,197.0,33.0,17.0,26.0,A,others,0.00035019720308557565,0.00028026140644422937,4.7953593708914756e-06,0.0001195902677971579,0.0003940010741380944,2.9258512489910383e-06,0.00017131981734455488,0.00018541700185613211,0.00031522930476490254,1.9146762464564866,2.2547077352501206,1.8018973116597825,2.955448434671274,2.6050780849606974
MW718429.1,1970.0,1074.0,1635.0,1156.0,585.0,14.0,222.0,945.0,1406.0,2600.0,2203.0,3248.0,1249.0,21.0,28.0,15.0,A,others,0.00030036496400420785,0.0002994841072838435,0.0001561155884079114,5.926362159725825e-05,0.00031750258379856754,5.485971091858197e-06,0.00018999829684401983,0.0006379227801955021,0.0002999245356440257,0.3083009936068967,1.2984480921659345,2.065514596290711,3.1795991534999457,2.2390236228329403
KJ487349.1,3445.0,1354.0,2130.0,1404.0,19.0,29.0,1710.0,4255.0,1465.0,2510.0,5804.0,4774.0,869.0,43.0,52.0,52.0,A,others,0.0005251434124599189,0.0003774892701112632,5.3281770787683065e-06,0.00045470877377986035,0.0003308164803473347,1.0971942183716394e-05,0.0008547914919325036,0.0006158493275935816,0.00045131634128559104,1.7930084868313696,2.1822800953275197,1.7491909611437795,2.910632836287662,2.5464564658075908
GU570273.1,3007.0,1996.0,3125.0,1959.0,3186.0,3677.0,4829.0,2679.0,4207.0,2985.0,2740.0,5612.0,420.0,62.0,48.0,54.0,A,others,0.0004583956426812061,0.000556343964879847,0.0008490450175017297,0.0012836022076894947,0.000949574180969703,0.0013451601117236299,0.0005382615597695277,0.0007323481052148287,0.0005073698037805265,0.048598179862191705,1.1438495202949301,-0.2640564183625325,1.1987919457023875,1.1713207329986588
AF174042.1,4487.0,2825.0,3559.0,2773.0,5918.0,3924.0,3320.0,5661.0,3991.0,4808.0,4595.0,5957.0,1438.0,53.0,267.0,286.0,A,others,0.00068393605197914,0.0007872949648224575,0.0015768740064614802,0.0008825761763430253,0.0009008317800454027,0.0014354957690362283,0.0011371779669459199,0.0011794581506959514,0.0007356155084007987,-0.24315329516627843,0.9701726904974703,-0.08531938085694464,1.35076997511831,1.1604713328078902
CR9114_Y9D,3012.0,1583.0,1721.0,1159.0,18.0,33.0,599.0,549.0,392.0,988.0,65.0,113.0,1032.0,5735.0,4215.0,4532.0,A,CR9114 mutant,0.00045915760352342885,0.0004412863497094029,5.061768224829891e-06,0.00015945369039621052,8.868409057060201e-05,1.2434867808211914e-05,0.00011046412607210456,0.0002425627180366596,0.0004502219766164159,1.2435434616128394,1.8551888830029777,1.2901828777054438,2.520343588012767,2.187766235507872
HM996349.1,3544.0,1556.0,1153.0,1241.0,13.0,20.0,1295.0,1326.0,1543.0,1502.0,1187.0,1958.0,24.0,30.0,38.0,22.0,A,others,0.0005402302371359294,0.0004337644232939017,3.7297239551378146e-06,0.00034441997125581476,0.0003484179029033321,7.680359528601476e-06,0.00026651980963215044,0.00036862665845207215,0.0004869973302149156,1.970423772511721,2.2878936980404703,1.6812051890035082,2.852825322957498,2.5703595104989843
CR9114_Y9M,2210.0,587.0,786.0,687.0,458.0,10.0,1590.0,2286.0,923.0,822.0,588.0,1986.0,616.0,1397.0,153.0,223.0,A,CR9114 mutant,0.00033693908443089985,0.00016381084193758139,0.00012228166395773264,0.00042281803570061823,0.00020850915950950704,4.023045467362678e-06,0.0004593299205943693,0.00020184946101533958,0.00025037496318424063,0.23176379787308712,1.2528862401981304,1.7004726532045642,2.869208224240768,2.0610472322194493
KX948564.1,810.0,828.0,1363.0,901.0,1324.0,2794.0,995.0,822.0,2730.0,1179.0,742.0,3012.0,769.0,22.0,25.0,26.0,A,others,0.00012359004860852996,0.0002309509999426105,0.0003529917314684003,0.0002646931260577095,0.0006162754487234456,0.001022219280116244,0.00016529450137698555,0.0002894074896696242,0.0001772705242755702,0.24201033405714836,1.2589859040324918,-0.5480343017657971,0.9573288459462248,1.1081573749893583
DQ100908.1,1192.0,692.0,817.0,803.0,2042.0,18.0,415.0,1014.0,816.0,645.0,28.0,1267.0,670.0,956.0,85.0,221.0,A,others,0.00018180385695434803,0.00019306277799786378,0.0005442732885961825,0.00011055455867470597,0.0001843636183108953,6.948896716353717e-06,0.0002038565235694293,0.00015843833756489596,0.0001874333174761059,-0.4701417979097904,0.8350486313881954,1.3579444201927746,2.577960441470383,1.7065045364292892
HM994958.1,1969.0,1348.0,1416.0,1022.0,2437.0,1533.0,3240.0,2065.0,870.0,1374.0,1562.0,1338.0,131.0,22.0,46.0,12.0,A,others,0.0003002125718357633,0.0003758177309078185,0.0006495047859018566,0.0008613156842901972,0.00019654921854197037,0.0005610319769940316,0.00041494342629994183,0.0003372333036404519,0.0003380151513717909,-0.5191110340844582,0.8058977189700509,-0.22105715829616118,1.2353537176911706,1.0206257183306109
U49657.1,4646.0,1903.0,832.0,1186.0,16.0,286.0,312.0,1879.0,214.0,1055.0,1039.0,925.0,64.0,12.0,13.0,26.0,A,others,0.0007081664067618234,0.000530435107226454,4.528950516953061e-06,8.318167515668982e-05,4.851674166076191e-05,0.0001049649135575535,0.0003775864673010119,0.00025899517719586707,0.0006193007569941387,1.0298940507275731,1.7280054561941605,0.3922475246143206,1.7568395744620606,1.7424225153281105
MN281223.1,2317.0,1399.0,1694.0,1301.0,24.0,22.0,1168.0,1536.0,4043.0,1633.0,3082.0,2599.0,429.0,19.0,36.0,144.0,A,others,0.00035324504645446665,0.0003900258141370985,6.660221348460383e-06,0.0003106689401219502,0.0009125660617494009,8.411822340849236e-06,0.00030869702140513583,0.00040075579501708974,0.00037163543029578255,2.1367756504371673,2.386921361177824,1.6779897193293232,2.850091246397042,2.618506303787433
MN285485.1,836.0,293.0,97.0,188.0,385.0,3.0,580.0,326.0,7.0,2.0,832.0,14.0,5.0,0.0,5.0,0.0,A,others,0.00012755224498808826,8.190542096879069e-05,0.00010283381762022831,0.00015440432353366386,1.8052741083074202e-06,1.4629256244955191e-06,6.56759440465058e-05,7.357817533973496e-07,0.00010472883297843948,-1.7555928054895695,0.06983208592044533,-0.29847323345778043,1.1695277271053637,0.6196799065129045
321.5.PB.5.6B12_1,1711.0,659.0,593.0,484.0,894.0,13.0,614.0,935.0,1817.0,510.0,694.0,1093.0,11.0,5.0,9.0,6.0,A,influenza,0.00026089539237706945,0.00018386931237891787,0.00023843592427488173,0.0001634400326561158,0.0004102485411128612,5.120239685734317e-06,0.0001879898581881634,0.0001253281586620152,0.00022238235237799367,0.23567535576027837,1.2552147527561228,1.3887583676069941,2.6041611834760374,1.9296879681160801
20A-678-41_1A05,2587.0,1179.0,791.0,699.0,6.0,10.0,778.0,944.0,243.0,763.0,665.0,1961.0,564.0,770.0,1897.0,313.0,A,influenza,0.0003943909319344951,0.0003287360433441259,1.8648619775689073e-06,0.00020702404136441335,5.506086030337631e-05,4.023045467362678e-06,0.00018979745297843418,0.00018737908653185836,0.0003615634876393105,1.4701962985147143,1.9901131234849738,1.6681661765679845,2.8417384019525627,2.4159257627187682
MH605125.1,2080.0,955.0,1080.0,862.0,2635.0,3933.0,3665.0,1943.0,1288.0,654.0,1053.0,1848.0,1370.0,161.0,28.0,173.0,A,others,0.0003171281025331083,0.0002663319130821901,0.0007022537389816628,0.0009742620483208463,0.00029087479070103307,0.0014387873516913431,0.00039044047469849317,0.000160645682825088,0.0002917300078076492,-0.3827879763783275,0.8870495160205596,-0.9521275524410153,0.6137330428884837,0.7503912794545217
AY393504.1,4219.0,5178.0,8797.0,5337.0,432.0,473.0,2183.0,4803.0,9387.0,11378.0,7298.0,7807.0,4477.0,105.0,193.0,98.0,A,others,0.0006430949508360006,0.0014428169224400239,0.00011535503375533384,0.0005804114330422063,0.0021184891660987575,0.00017335668650271904,0.0009648539302734368,0.002790820190636147,0.0010429559366380123,1.2639896967634312,1.8673603289293494,1.2067912588988874,2.4494366619895134,2.1583984954594313
EU099060.1,2577.0,1022.0,1084.0,881.0,591.0,70.0,1727.0,2153.0,781.0,1178.0,3226.0,982.0,127.0,30.0,40.0,25.0,A,others,0.00039286701025004965,0.0002849974341873227,0.00015771404153154187,0.0004592266283410863,0.00017646554408705031,2.5966929834795466e-05,0.00043261768647147856,0.0002891622290851584,0.0003389322222186862,0.048789558527169916,1.143963446162215,1.0467209595265332,2.3133307434505728,1.728647094806394
EU099174.1,1301.0,770.0,660.0,558.0,1351.0,510.0,2473.0,2152.0,24.0,200.0,638.0,2167.0,8.0,13.0,12.0,20.0,A,others,0.00019841460331480396,0.00021479278764264498,0.00036018477052473754,0.0006574807167337081,5.6414815884606875e-06,0.00018688874852930258,0.0004324168426058929,4.929737747762242e-05,0.00020660369547872447,-1.8051321707433379,0.040341781178667,-0.5787593395637044,0.9312037027558568,0.48577274196726195
EU099167.1,1924.0,1025.0,1475.0,751.0,134.0,12.0,2021.0,508.0,1926.0,818.0,2146.0,1817.0,16.0,17.0,27.0,16.0,A,others,0.0002933549242557586,0.0002858332037890451,3.596519528168607e-05,0.0005373589366352295,0.0004348454008385498,4.754508279610437e-06,0.00010222952758309313,0.00020086841867747644,0.00028959406402240186,1.0824524583506885,1.7592929676430558,1.6258060526041012,2.8057200799769397,2.2825065238099977
310-18C2,2046.0,1074.0,957.0,675.0,193.0,13.0,406.0,1262.0,1161.0,930.0,572.0,1351.0,284.0,193.0,15.0,19.0,A,influenza,0.00031194676880599365,0.0002994841072838435,5.1683317664052574e-05,0.00010816275331876281,0.0002622160642316528,5.120239685734317e-06,0.0002536658022346692,0.00022833760413764416,0.0003057154380449186,0.7053089103143276,1.5347830631254202,1.649287148453624,2.8256857833674602,2.18023442324644
MN283147.1,1540.0,622.0,790.0,645.0,12.0,9.0,614.0,215.0,382.0,1157.0,2429.0,1048.0,848.0,15.0,20.0,15.0,A,others,0.0002348363315730514,0.00017356148729100884,3.463315101199399e-06,0.0001634400326561158,8.642749793521773e-05,3.6573140612387983e-06,4.338227496649924e-05,0.00028401175681137694,0.00020419890943203012,1.3971599338520277,1.9466352823761712,1.8901740625419368,3.0305091318247146,2.488572207100443
MW176647.1,859.0,442.0,399.0,294.0,3.0,2.0,764.0,155.0,545.0,45.0,331.0,153.0,60.0,4.0,4.0,3.0,A,others,0.00013105726486231292,0.0001234153111876676,1.0656354157536614e-06,0.00020330345525516842,0.0001232099578919814,1.0971942183716394e-06,3.133164303136056e-05,1.1281986885426028e-05,0.00012723628802499028,2.0630371635670164,2.3430255535133737,1.0121020801124312,2.283894711907428,2.313460132710401
KJ423648.1,2745.0,1432.0,1625.0,1405.0,2859.0,4089.0,3784.0,3476.0,1764.0,2965.0,2887.0,3056.0,651.0,123.0,41.0,850.0,A,others,0.00041846889454873404,0.0003992192797560444,0.0007619293222638679,0.0010058870302494282,0.00039828860014532456,0.0014958414510466685,0.0006983341206412865,0.000727442893525513,0.00040884408715238926,-0.28171681121495995,0.9472162025738878,-0.313086658164459,1.1571021016114338,1.0521591520926608
MT565916.1,1530.0,949.0,1075.0,913.0,5354.0,1136.0,2381.0,1552.0,212.0,1027.0,1896.0,2094.0,301.0,21.0,16.0,22.0,A,others,0.0002333124098886059,0.00026466037387874546,0.0014266194128402141,0.0006330311508729558,4.806542313368506e-05,0.0004158366087628513,0.0003119105232545061,0.00025212788083082516,0.00024898639188367566,-1.472475359538895,0.2383691617596284,-0.2173018468779583,1.2385468154237194,0.7384579885916739
AY155553.1,736.0,286.0,86.0,117.0,386.0,4.0,698.0,335.0,2.0,4.0,833.0,2.0,4.0,6.0,2.0,0.0,A,others,0.00011231302814363328,7.99552918981052e-05,0.00010310022647416673,0.00018576354931158526,6.769777906152826e-07,1.8286570306193991e-06,6.74835388367766e-05,1.226302922328916e-06,9.613416002086925e-05,-2.182685198109007,-0.18441188242116313,-0.1735344968494805,1.2757616853964693,0.5456749014876531
AJ389170.1,1222.0,1010.0,1958.0,1425.0,29.0,18.0,605.0,2025.0,2076.0,3018.0,2450.0,3754.0,1247.0,47.0,47.0,37.0,A,others,0.00018637562200768453,0.0002816543557804333,7.99226561815246e-06,0.00016104822730017264,0.00046869429036931396,6.948896716353717e-06,0.00040690967167651606,0.0007404417045021995,0.00023401498889405892,1.7682197540056783,2.16752360255763,2.0275750152207883,3.147339567863185,2.6574315852104076
F004-128_1,2353.0,1177.0,846.0,802.0,899.0,523.0,454.0,661.0,605.0,3534.0,792.0,245.0,67.0,107.0,23.0,35.0,A,influenza,0.00035873116451847045,0.00032817886360964434,0.0002397679685445738,0.00012091904855045966,0.00013674951370428706,0.00019164325680891302,0.00013295863901769675,0.0008669961660865436,0.0003434550140640574,-0.24386537308279707,0.9697487974045642,0.655523634299711,1.9807001961926018,1.475224496798583
AK097363.1,943.0,439.0,421.0,310.0,251.0,211.0,468.0,350.0,432.0,763.0,421.0,597.0,326.0,7.0,8.0,5.0,A,others,0.0001438582070116551,0.00012257954158594525,6.713503119248066e-05,0.00012463963465970458,9.771046111213911e-05,7.753505809826252e-05,7.049619682056127e-05,0.00018737908653185836,0.00013321887429880018,0.16299186776206306,1.211946975710883,0.38322300079745797,1.7491661265564415,1.4805565511336622
MW176165.1,4063.0,2851.0,3073.0,2155.0,83.0,57.0,1707.0,545.0,4946.0,4753.0,4554.0,3453.0,1307.0,42.0,65.0,36.0,A,others,0.0006193217725586508,0.0007945383013707179,2.2378343730826888e-05,0.0004539115053278793,0.0011163363767246008,2.121242155518503e-05,0.00010966075060976197,0.0011659688185503333,0.0007069300369646843,1.6979671364925413,2.125702899188557,1.7400966869797436,2.9029000804710337,2.514301489829795
20A-620-30_2G09,1488.0,1350.0,2364.0,1570.0,21.0,19.0,242.0,381.0,2360.0,983.0,2292.0,2061.0,1555.0,35.0,59.0,27.0,A,influenza,0.0002269119388139348,0.0003763749106423001,5.860994786645137e-06,6.457874461046526e-05,0.0005327815212142273,7.3146281224775965e-06,7.672235665371626e-05,0.00024133641511433067,0.00030164342472811746,1.9585778184467624,2.280841916219221,1.5184306059178798,2.714419983350262,2.4976309497847415
CR9114_N5E,2799.0,995.0,1481.0,1011.0,1091.0,912.0,1118.0,826.0,686.0,1445.0,737.0,207.0,5433.0,7983.0,4130.0,438.0,A,CR9114 mutant,0.0004266980716447397,0.0002774755077718215,0.0002909184685007495,0.00029738113258893266,0.0001550279140508997,0.0003339127737911023,0.00016609787683932812,0.00035464680513752254,0.0003520867897082806,-0.27336138911892627,0.952190104492009,0.026163018574732598,1.4455621660186173,1.1988761352553132
MN281327.1,3285.0,2582.0,3161.0,1966.0,1215.0,1051.0,2556.0,1936.0,5362.0,2268.0,3840.0,3120.0,459.0,204.0,36.0,186.0,A,others,0.0005007606655087909,0.0007195976270829468,0.000323953166389113,0.0006795384772385172,0.0012102106303565868,0.00038474943924232154,0.0003890345676393937,0.0005564962661528621,0.0006101791462958688,0.5723787342165937,1.4556510156633822,0.16028425921773526,1.559603900961802,1.5076274583125922
HQ378392.1,2978.0,2233.0,3419.0,2403.0,3610.0,2793.0,3263.0,3727.0,3311.0,4020.0,2581.0,5456.0,2018.0,65.0,208.0,56.0,A,others,0.0004539762697963142,0.000622369763415913,0.0009620023715716178,0.0008674280757553853,0.000747383480839272,0.0010218535487101202,0.0007487459309032833,0.0009861928101369143,0.0005381730166061136,-0.10963264812374239,1.0496562395989455,-0.01542682552473247,1.4101988040754916,1.2299275218372185
AY998726.1,1249.0,792.0,1427.0,856.0,1069.0,20.0,659.0,542.0,631.0,1900.0,1884.0,1120.0,2365.0,15.0,1119.0,269.0,A,others,0.0001904902105556874,0.00022092176472194225,0.0002850574737141044,0.00017539905943583157,0.00014261665455628618,7.680359528601476e-06,0.00010905821901300504,0.0004662403710694539,0.00020570598763881482,-0.30076218721258297,0.9358786745451263,1.7832283252820433,2.939574412138072,1.937726543341599
MW458449.1,4197.0,2214.0,2053.0,1672.0,2503.0,39.0,853.0,1299.0,3183.0,3283.0,1925.0,1889.0,384.0,38.0,35.0,36.0,A,others,0.0006397423231302205,0.000617076555938338,0.000667087770261792,0.00022695575266393965,0.0007184990951063532,1.4629256244955193e-05,0.00026109702526133806,0.000805435759385632,0.0006284094395342793,0.03224324671748107,1.1341135868610184,1.7408086602699602,2.903505463099916,2.018809524980467
KM067713.1,2318.0,2278.0,3912.0,2164.0,1403.0,1752.0,2700.0,2194.0,4238.0,6009.0,5162.0,5244.0,2260.0,159.0,325.0,57.0,A,others,0.00035339743862291124,0.0006349063074417482,0.0003740380309295351,0.0007178073629336077,0.0009565696181393943,0.0006411271549351613,0.00044085228496049,0.0014740161126393571,0.0004941518730323298,0.4078008209646763,1.3576793765294752,0.3615580590594641,1.730744677937276,1.5442120272333755
AB027435.2,3584.0,1559.0,1336.0,1165.0,434.0,218.0,1623.0,977.0,732.0,936.0,1083.0,1414.0,1700.0,10.0,32.0,786.0,A,others,0.0005463259238737114,0.00043460019289562405,0.00011588785146321067,0.0004315879886724098,0.00016540824017366736,8.009517794112968e-05,0.00019642530054276046,0.00022980916764443887,0.0004904630583846678,0.15451922987673222,1.2069032963676936,0.4577609791981794,1.8125449048560094,1.5097241006118516
HM774728.1,1166.0,906.0,1474.0,945.0,31.0,21.0,393.0,962.0,1900.0,4224.0,921.0,1502.0,43.0,28.0,29.0,16.0,A,others,0.00017784166057478973,0.0002526810095873917,8.525083326029291e-06,0.00010470792336017825,0.00042897825998655073,8.046090934725355e-06,0.0001934126425589758,0.001036225969367934,0.0002152613350810907,1.701736650735779,2.1279468545398643,2.1098695356140245,3.2173136438333176,2.672630249186591
MK901147.1,1684.0,736.0,810.0,580.0,495.0,792.0,1406.0,1222.0,625.0,1378.0,1603.0,653.0,9.0,11.0,11.0,11.0,A,others,0.0002567808038290666,0.0002053207321564583,0.000132138791553454,0.00037391890397911367,0.00014126269897505561,0.0002900250050562367,0.0002456320476112434,0.00033821434597831505,0.00023105076799276243,0.028997168910473905,1.1321812281548906,0.06675658200876544,1.4800784020700382,1.3061298151124645
HM116184.1,1267.0,725.0,741.0,592.0,734.0,164.0,232.0,2179.0,725.0,676.0,1703.0,1076.0,1132.0,10.0,10.0,11.0,A,others,0.00019323326958768926,0.00020225624361680966,0.00019581050764473526,6.192118310386175e-05,0.00016382862532889837,6.034568201044017e-05,0.00043783962697670534,0.00016604141568333524,0.00019774475660224946,-0.0774462061938595,1.0688165170107278,0.4395702276217576,1.7970775198262405,1.432947018418484
HM774656.1,2493.0,2302.0,3094.0,2184.0,1616.0,521.0,1022.0,2583.0,3541.0,5577.0,2209.0,3173.0,1598.0,49.0,150.0,113.0,A,others,0.00038006606810070745,0.0006415924642555271,0.0004307831168184176,0.00027186854212553894,0.0007992851114531103,0.00019091179399666525,0.0005189805486733057,0.0013680635401501387,0.0005108292661781173,0.2684430491378965,1.2747210435299556,0.8552735100782884,2.1505451982166197,1.7126331208732877
AB067012.1,1930.0,882.0,739.0,751.0,12.0,1781.0,332.0,1175.0,808.0,278.0,711.0,981.0,1436.0,14.0,22.0,17.0,A,others,0.00029426927726642585,0.0002459948527736129,3.463315101199399e-06,8.849679816989685e-05,0.00018255834420258786,0.0006517333657127539,0.0002361923859287181,6.842770306595352e-05,0.0002701320650200194,1.7219096814956771,2.139955664536262,-0.9788379932767389,0.591021464920672,1.3654885647284671
KT304442.1,2877.0,1456.0,1643.0,1230.0,1124.0,266.0,1431.0,2888.0,2071.0,1416.0,451.0,2645.0,707.0,21.0,36.0,17.0,A,others,0.0004385846607834146,0.00040590543656982323,0.00029970996068071727,0.0003805628077456225,0.0004675659940516218,9.765028543507591e-05,0.0005802379276769274,0.00034753424818801483,0.0004222450486766189,0.19314174081605576,1.22989490337878,0.5513240920334047,1.8921005342496802,1.56099771881423
KT304509.1,2458.0,1352.0,1552.0,1201.0,16.0,20.0,780.0,24.0,2715.0,877.0,1180.0,1908.0,583.0,17.0,20.0,19.0,A,others,0.0003747323422051482,0.00037693209037678165,4.528950516953061e-06,0.00020755555366573403,0.0006128905597703691,7.680359528601476e-06,5.021096639641116e-06,0.00021533879316095765,0.00037583221629096495,2.1313853564204317,2.383712571311684,1.4477407243227027,2.6543131971216716,2.5190128842166777
CR9114_H3D,1923.0,735.0,648.0,691.0,67.0,48.0,440.0,1291.0,1624.0,1865.0,2137.0,765.0,1355.0,20.0,21.0,198.0,A,CR9114 mutant,0.000293202532087314,0.00020504214228921752,1.8115802067812244e-05,0.00011719846244121474,0.0003666963032499447,1.7920838900070112e-05,0.00025949027433665287,0.00045765625061315146,0.00024912233718826576,1.3062489647988984,1.8925168622467725,1.407181062532487,2.6198257872446864,2.2561713247457296
MK269856.1,2168.0,948.0,1025.0,630.0,25.0,15.0,345.0,1087.0,270.0,2667.0,652.0,674.0,404.0,372.0,14.0,15.0,A,others,0.0003305386133562287,0.00026438178401150465,6.926630202398798e-06,9.195162812848141e-05,6.115366041891385e-05,5.8517024979820765e-06,0.00021851812575718137,0.0006543552393547096,0.0002974601986838667,0.9459004550938295,1.6780048815217108,2.048531345739106,3.1651584925830436,2.4215816870523774
MK270029.1,1629.0,1437.0,2418.0,1887.0,13434.0,506.0,5325.0,5697.0,2495.0,137.0,6023.0,2943.0,157.0,55.0,69.0,41.0,A,others,0.0002483992345646163,0.0004006122290922483,0.00357920295266261,0.0014154172584170289,0.0005632455217919151,0.00018542582290480706,0.0011444083461070033,3.384596065627808e-05,0.0003245057318284323,-0.8030885775685591,0.6368486353924063,-0.73866336978158,0.7952391609500371,0.7160438981712217
315-24-08_1C05,1586.0,976.0,1001.0,682.0,3897.0,619.0,916.0,1799.0,1385.0,92.0,1393.0,79.0,1238.0,19.0,18.0,8.0,A,influenza,0.0002418463713215007,0.0002721823002942466,0.001038461712651943,0.00024369839015554175,0.0003127637392642605,0.00022675347179680548,0.0003615189580541604,2.2809234355317838e-05,0.00025701433580787366,-0.5211740923155731,0.8046696003693391,-0.9974432377937993,0.575201641352119,0.689935620860729
L23555.1,3208.0,1257.0,1251.0,1148.0,172.0,17.0,1264.0,1933.0,1219.0,244.0,595.0,1831.0,261.0,15.0,20.0,79.0,A,others,0.0004890264685385606,0.0003504660529889071,4.6088731731345854e-05,0.00033618153058534385,0.0002753043015168816,6.583165310229837e-06,0.00038843203604263673,6.008884319411688e-05,0.0004197462607637339,0.7762182397361945,1.5769947007387408,0.9603590824117458,2.2398982412465727,1.9084464709926567
MN281877.1,927.0,668.0,756.0,672.0,1468.0,556.0,1381.0,1260.0,311.0,515.0,2157.0,1550.0,45.0,16.0,21.0,19.0,A,others,0.0001414199323165423,0.00018637662118408494,0.0003913546064355321,0.0003672750002126049,7.040569022398939e-05,0.00020371239321100105,0.0002532641145034979,0.00012655446158434415,0.00016389827675031363,-0.744962689581572,0.671450414025255,-0.20673999039599802,1.2475274394594733,0.9594889267423641
HM774962.1,3230.0,1048.0,1051.0,1032.0,277.0,649.0,770.0,729.0,962.0,1172.0,1612.0,2268.0,881.0,45.0,37.0,42.0,A,others,0.0004923790962443408,0.00029224077073558314,7.406166139487946e-05,0.00020489799215913054,0.0002173098707875057,0.00023772541398052186,0.0001466160218775206,0.0002876906655783637,0.00039230993348996195,0.46748600339669993,1.3932093880561192,0.08285015862319321,1.4937625835594983,1.4434859858078086
20A-518-30_1G05,2478.0,1292.0,1030.0,735.0,945.0,303.0,1153.0,851.0,2323.0,479.0,841.0,3795.0,3198.0,3581.0,35.0,30.0,A,influenza,0.0003777801855740392,0.0003602166983423346,0.0002520227758257409,0.00030668259786204493,0.0005244321284633056,0.00011118234746165947,0.00017111897347896923,0.00011772508054357593,0.0003689984419581869,0.31824949950674203,1.3043703414561496,0.024833156917352897,1.44443140007942,1.3744008707677848
EU099135.1,1132.0,263.0,129.0,202.0,3.0,2.0,247.0,3.0,75.0,42.0,9.0,103.0,3.0,1.0,10.0,4.0,A,others,0.00017266032684767503,7.354772495156715e-05,1.0656354157536614e-06,6.590752536376702e-05,1.715010402892049e-05,1.0971942183716394e-06,8.033754623425786e-07,1.0546205132028678e-05,0.0001231040258996211,1.2066581131430707,1.8332313919994487,0.9828127040104436,2.258990295201614,2.0461108436005313
MW458714.1,2251.0,917.0,609.0,570.0,376.0,5.0,1916.0,1002.0,176.0,72.0,456.0,626.0,221.0,15.0,23.0,553.0,A,others,0.0003431871633371264,0.0002557454981270403,0.00010043613793478259,0.0005094545408158926,3.994168964630167e-05,2.1943884367432787e-06,0.0002014463971824016,1.7904022666002173e-05,0.00029946633073208334,-0.4004635716537445,0.8765274052003218,0.9116371128873318,2.1984705157962643,1.5374989604982932
KT304502.1,3610.0,2405.0,2735.0,2106.0,9807.0,16152.0,2602.0,6816.0,2723.0,2666.0,3120.0,3649.0,1051.0,55.0,48.0,631.0,A,others,0.0005502881202532697,0.0006702872205813279,0.0026129380394279774,0.0006917632601688933,0.0006146958338786766,0.00590765940311903,0.0013691526316973396,0.0006541099787702438,0.0006102876704172989,-0.6284688417433505,0.7407980743292024,-0.9557646742322893,0.6106404404245639,0.6757192573768831
MN288027.1,2046.0,805.0,717.0,737.0,9.0,10.0,501.0,273.0,412.0,575.0,1794.0,295.0,698.0,5.0,14.0,5.0,A,others,0.00031194676880599365,0.00022454343299607244,2.6640885393841532e-06,0.00013340958763149614,9.319727584137056e-05,4.023045467362678e-06,5.5031219170466635e-05,0.00014127009665229113,0.00026824510090103304,1.5438545638466428,2.033961176044026,1.5454953014155066,2.737432779947289,2.3856969779956576
HM995137.1,1889.0,743.0,737.0,648.0,2648.0,880.0,1096.0,1165.0,375.0,881.0,6950.0,1700.0,40.0,18.0,34.0,23.0,A,others,0.0002880211983601993,0.00020727086122714379,0.0007057170540828622,0.0002915344972744049,8.484788309044874e-05,0.0003222093687951381,0.00023418394727286166,0.0002163198354988208,0.00024764602979367157,-0.9199896011793283,0.5672585872913123,-0.17304182012970867,1.27618060269562,0.9217195949934661
MN283068.1,1289.0,446.0,577.0,477.0,377.0,4.0,713.0,500.0,152.0,19.0,448.0,517.0,38.0,11.0,12.0,8.0,A,others,0.00019658589729346936,0.00012452967065663075,0.00010070254678872099,0.00018974989157149053,3.452586732137941e-05,1.8286570306193991e-06,0.00010062277665840797,4.905211689315664e-06,0.00016055778397505005,-0.46489585682938483,0.8381714893482458,0.42852549447848187,1.7876863113673487,1.3129289003577973
310-18A4,3503.0,1800.0,2266.0,1576.0,2743.0,123.0,1714.0,1953.0,1451.0,1409.0,1798.0,3169.0,1123.0,1761.0,25.0,53.0,A,influenza,0.0005339821582297029,0.0005017403509006531,0.0007310258952070117,0.00045577179838250176,0.00032765725065779673,4.53506943593611e-05,0.0003924489133543496,0.0003458174240967543,0.0005178612545651781,-0.3485129784803975,0.907453090589107,0.8822629306436643,2.1734939894120378,1.5404735400005722
