"ID","Kd.x","Kd_SE.x","p.value.x","Kd.y","Kd_SE.y","p.value.y"
"20A-518-30_1G05",8.43354679758414e-08,1.56141803828886e-07,0.626632215636711,1.29572421638902e-07,1.85200905125873e-06,0.948625572257505
"20A-518-30_1H01",1.1169945871706e-06,0.000191434316000626,0.995874158086687,1e-05,0.128518699395651,0.999944980241518
"20A-604-30_1A04",1.58671045613828e-07,1.80231039252176e-06,0.937868303397285,1.01016538850559e-06,4.99256664570869e-05,0.985694298104531
"20A-604-30_1A08",1.21804642327139e-08,1.22815946599328e-08,0.394421115152305,1.10708405395771e-06,0.00654424505633161,0.999875642915881
"20A-604-30_1F02",1.04178037113676e-07,1.26446026353813e-06,0.939526346802621,2.72220636944574e-07,2.97287223520158e-06,0.932812828085252
"20A-604-30_1G01",2.10975353759864e-07,1.45404766078593e-06,0.893835620375749,1.4286973077192e-07,3.49107454758408e-07,0.709825719250808
"20A-604-30_1H02",1.29040278005505e-07,1.72653567946832e-07,0.532750662024672,1.50082294367129e-06,0.000889710592794014,0.998807206147167
"20A-604-30_2F08",1.41472669320556e-07,1.39342261029363e-07,0.384728458912361,1e-05,2.6247502200946,0.999997199332766
"20A-605-30_1B07",8.3732059357638e-10,4.34165480475883e-09,0.86487979762459,2.67036445073298e-07,5.75981644270706e-06,0.967234737598788
"20A-605-30_1D07",3.49304047826551e-06,0.0151903338485321,0.999830961439459,1.22438217174021e-06,9.39622779876362e-05,0.99042152070244
"20A-605-30_1F07",3.97488013012345e-09,8.84404209874415e-09,0.683599073619978,1.62084859471937e-06,0.000569558301714304,0.997908041946533
"20A-605-30_1F08",1.91295883417557e-07,3.45085925590602e-07,0.617989372423932,1.14295421691685e-06,0.000627979761699574,0.998662073184527
"20A-605-30_1F10",2.61894744665489e-07,7.13333672657912e-05,0.997301128241057,7.00159781060041e-06,0.102013047010217,0.999949546542706
"20A-605-30_2A10",3.53178348214453e-07,2.64355035451139e-05,0.99017938355278,2.67341214058127e-06,0.0159886894732237,0.999877085664773
"20A-605-30_2C01",4.60645137219111e-08,8.18437788554301e-08,0.612867732892942,2.35084479633493e-06,0.00827221600793682,0.999791093681892
"20A-609-30_1F11",1.08150308222535e-07,4.34193263616167e-07,0.819375937676019,1.0372231676601e-06,0.0017740017743182,0.999570198806511
"20A-609-30_1G08",1.51254945183273e-09,2.28157684094047e-09,0.554755226592671,2.44112791591391e-07,1.00195396257074e-06,0.823222543353871
"20A-609-30_2D12",1.03157279676175e-07,1.31292457007507e-06,0.942321427706661,4.65786182458283e-06,0.0446833561297232,0.999923371503217
"20A-618-30_1C04",3.4739190824227e-07,2.05383468192204e-06,0.876445821265703,1.72269827174327e-07,8.44865185277762e-08,0.134172957931469
"20A-618-30_1C07",1.9467472639204e-07,1.3233617837054e-06,0.892378145349614,2.73111262438282e-06,0.0075353267549787,0.99973356762328
"20A-618-30_1D04",9.83488840096367e-07,2.97852235478344e-05,0.976658152288306,8.06771410087761e-08,2.5493459065746e-07,0.781628099270972
"20A-618-30_1D09",6.57956066914806e-07,6.20212687697174e-05,0.992201790836939,5.78483998040738e-07,3.47146852019639e-05,0.987750995003857
"20A-618-30_1G05",1.05080444258868e-07,1.53743395021997e-07,0.543359991995601,9.89398006732863e-07,4.83733395538988e-05,0.98496601610374
"20A-618-30_2B06",1.15825092069457e-08,1.03306784722958e-08,0.343865787510873,4.28967231918464e-08,4.41397764446272e-08,0.402811729732127
"20A-618-30_2E11",3.20409320498895e-07,4.06652709599861e-05,0.994428659107501,4.02941383390468e-06,0.000124603933894219,0.977139716478223
"20A-618-30_2H01",2.53046862314327e-07,2.65810467938547e-06,0.930159840672159,1.06439073335413e-06,6.49159421574163e-05,0.987947607491486
"20A-618-30_2H03",4.97164443366527e-07,4.03192942521354e-05,0.990935957003636,1.67868682004365e-06,0.00110644505928029,0.998884706693061
"20A-620-30_1B07",8.11185289658276e-07,0.000200603916639751,0.997027454085438,1e-05,1.76644405412533,0.999995838502826
"20A-620-30_1B09",3.22195372630599e-07,5.6375153952486e-06,0.958017721222951,2.21766216467747e-06,0.00656480016739789,0.999751673334656
"20A-620-30_1B10",1.22743517059265e-07,6.43007990072753e-07,0.860800083475221,3.57329642128707e-06,0.00418639028153663,0.99937255053717
"20A-620-30_1E04",8.55280407611772e-07,3.16866847150708e-05,0.980161405117925,2.47741013769067e-07,5.81567636062126e-07,0.698831595261053
"20A-620-30_1F07",2.60755450692172e-07,1.11604234938044e-05,0.982826866989023,2.0463847630112e-06,0.000903494531537537,0.998335013328187
"20A-620-30_1F10",8.81754454950964e-08,4.57116525628651e-07,0.859361486985142,1.75657337773605e-06,0.00174447360782828,0.999259796240714
"20A-620-30_1H05",5.86363014200936e-07,8.32916890043483e-06,0.948306428689019,1e-05,1.43019682713407,0.9999948601117
"20A-620-30_2C05",3.19559053962165e-07,1.02638854408624e-05,0.97711793116801,1.80464042290589e-06,0.0014345779955639,0.999075268067972
"20A-620-30_2D06",1.18670309950167e-08,1.0907042980734e-08,0.390233314288144,1.69725912986304e-09,3.59035965512092e-09,0.682974276281059
"20A-620-30_2F11",1.08636766243097e-07,1.51124716071034e-07,0.52416293699348,2.0696262961483e-06,0.000542833581495728,0.997197321283899
"20A-620-30_2G09",1.42821482141347e-07,1.2101118433423e-06,0.913507847587864,1.5524857100814e-06,0.000225006245080816,0.994928015285699
"20A-623-30_1A08",1e-05,1.06224151842715,0.999993079679328,8.0077396729573e-07,6.12892860098042e-05,0.990395861797382
"20A-623-30_1C10",5.95712346452787e-07,0.000597740855975157,0.999267389640655,4.53681496601908e-07,0.00045825657148339,0.999272234000251
"20A-623-30_1F03",3.14435806148404e-08,3.92758904338902e-08,0.507362631994667,1e-05,1.13926805349379,0.999993793323889
"20A-623-30_1F06",5.06854338849337e-08,1.4222169208713e-07,0.745144131028306,1.89554582466498e-07,9.83406636913344e-08,0.149528145497747
"20A-623-30_1G03",1.18559556632986e-07,4.16878189249845e-07,0.794605918383926,3.4661761951651e-06,0.00442303144334823,0.999423923657581
"20A-623-30_1H01",8.19911921778245e-08,1.34107700265925e-06,0.95509419479089,6.01903195656799e-07,5.52484640364565e-06,0.920124604793655
"20A-678-41_1A05",1.96082214239123e-08,2.39192946390799e-08,0.472414928237184,1.06896162075902e-07,5.69043828290999e-06,0.986191966496986
"20A-678-41_1C09",1.90329606211028e-07,4.17378590937497e-07,0.679367191858817,1.93416099467793e-06,0.000480164381572285,0.997038916835684
"20A-678-41_1G10",6.02219218879678e-08,1.5238289269283e-07,0.730861716064909,7.04321959513218e-08,2.09318074774329e-07,0.768531453343565
"20A-678-41_2A01",4.46694889205455e-08,1.15641906301764e-09,3.81712755588462e-05,1.60394672241526e-06,0.000520927768999514,0.99773660159325
"20A-678-41_2E02",1.79022794981e-07,1.33540362237212e-06,0.901844038623627,3.78379916404975e-06,0.0263002240686017,0.99989424080958
"2B04_",3.56508830758362e-07,2.66573182664786e-05,0.990169263285813,2.77509739284548e-06,0.00165766525553603,0.99876936116642
"2G1",2.36124416951823e-07,4.79345825438071e-06,0.96380843490945,3.6387269744359e-07,1.17207295064366e-05,0.977183379534575
"2p19w83",3.88614509209043e-07,1.51526025108233e-05,0.981149720246862,2.46860866007997e-06,0.000564352288274597,0.996784491939783
"2p22w47",2.80950677606e-08,4.22425377206081e-08,0.55355434828211,1e-05,4.96805271199332,0.999998520335358
"2p23w40",1.53082477354306e-07,5.5813142160492e-06,0.979841142811832,4.71181704293194e-08,1.78581506823171e-07,0.808983984859695
"31.f.01_Heavy_1",7.29596454496993e-09,9.01988179878408e-10,0.0039484891302377,2.24761007233164e-09,9.50929301251151e-10,0.0990768568471602
"310-18A3",5.26241767140501e-08,3.93757459307673e-07,0.902143875745353,1.89159181986806e-07,1.40471251403383e-05,0.990101441201597
"310-18A4",2.55197661284821e-07,9.22245422385247e-05,0.997965868926865,3.01698938895683e-07,2.16296305545503e-07,0.25739877235094
"310-18A5",9.99159076521722e-07,0.000246276280051531,0.99713123305621,2.44485867721067e-07,2.94370688157876e-08,0.014189294866448
"310-18A7",5.97667242345571e-09,6.22003195689444e-09,0.438006114297135,5.49855711628195e-08,1.28575716866891e-07,0.710549505578184
"310-18A8",3.2074841328131e-07,0.00014670666193173,0.998454036755597,6.32197398038453e-08,3.09655905568135e-07,0.857117412554325
"310-18A9",1.563818482036e-07,1.78923907666521e-06,0.93585965640062,2.65618544571257e-06,0.00101227818599235,0.998071110534053
"310-18B11",1.71498574743139e-09,1.29642049710109e-09,0.277677599612793,2.39174001321234e-08,3.86413158242037e-09,0.0084939398367719
"310-18B3",2.44961496112713e-07,7.07757603604335e-05,0.997455739255614,1e-05,1.48135555739369,0.999995037618145
"310-18B7",6.2607373041803e-08,2.93824081630595e-08,0.122920674250222,2.25686375792649e-07,4.15832327848339e-06,0.96012942834428
"310-18B8",1.10736645344341e-06,0.000117320740926823,0.993325912513305,3.56606862191886e-06,0.00795630637725753,0.999683070125944
"310-18C1",1.68951111908592e-06,0.00038860773496696,0.996804069836121,1.15559411582039e-06,0.0001561113438448,0.994558544741653
"310-18C12",2.11023662220534e-07,3.9305644930886e-06,0.960559020419028,2.69118260176459e-06,0.0057694061125723,0.999657104704709
"310-18C2",1.88075938062763e-07,4.75303173507322e-06,0.97092224002548,5.8092290174012e-07,2.04747724508932e-06,0.795074633405498
"310-18C5",9.1349080806587e-08,1.84150903830518e-07,0.653921602078993,1.6521913500569e-07,9.60860083148289e-08,0.184014917041978
"310-18C7",1.35737470293025e-09,1.08739050792043e-09,0.300474625534025,1.474736283943e-09,3.1231934445563e-09,0.669015513999938
"310-18C9",9.9336259603502e-08,2.40732101015627e-07,0.719897785549298,3.53886893675791e-06,0.000223894188174546,0.988824176422924
"310-18D2",1.6555303076473e-09,1.58739013138394e-09,0.373630646646154,3.8613153270414e-08,6.61939146049109e-08,0.600625844114765
"310-18D3",1.18059286084965e-08,2.01495780449783e-09,0.0279154204085923,9.95947099449808e-08,3.69365493960108e-07,0.812711427675653
"310-18D4",2.37071440762164e-08,6.66458657688624e-10,0.000789357051542741,4.08154294000298e-07,1.82983865836977e-05,0.984229605367295
"310-18D9",2.25119139143379e-07,5.92373345030641e-07,0.729232927253643,3.8200879100034e-06,0.0067092506271304,0.999581448597237
"310-18E10",4.96238201947117e-09,4.51475064639868e-09,0.352001128059592,1.60890059766913e-07,3.63427840714139e-07,0.687956507525427
"310-18E2",8.9830403577842e-08,2.71377605812565e-06,0.976600023951568,5.00886834709691e-08,1.19210643879254e-07,0.715199326769938
"310-18E8",1.38871564262024e-09,4.05842921526961e-09,0.754784517574262,7.193987707472e-08,1.45979054436423e-06,0.963792848538486
"310-18F1",1.1905452625706e-08,1.48809411093688e-09,0.00407588464269617,2.74221206160071e-08,4.51146730211362e-08,0.586224621893662
"310-18F7",8.29463920464021e-09,6.56107984802762e-09,0.295445525707571,8.08813003386884e-08,7.61644737668238e-07,0.922131977456474
"310-18G11",1.02957985238563e-07,8.43886078477871e-08,0.309607118254836,9.90733892879433e-07,8.58031439518673e-05,0.991512291738746
"310-18H10",7.39696774182026e-07,0.00139546391922816,0.999610341120852,5.90243666654084e-08,4.90288471356983e-07,0.911786665160905
"310-18H3",1.96181850873047e-08,2.02462499691258e-08,0.404029383290551,8.93855962704969e-08,3.08330453083074e-07,0.79077390255363
"310-18H7",2.35631339223672e-07,1.58074640056671e-06,0.895176981320357,2.89886204265844e-07,1.09787711500695e-05,0.98133263003245
"315_05Mem_1A10",4.0323552139546e-08,9.23388828350996e-08,0.704958698473501,2.07576675719652e-07,8.74786316509234e-07,0.83452487377027
"315_05Mem_1B04",4.98934803478685e-08,4.38374182296447e-07,0.916574042403282,5.82728586843895e-08,1.24546279186135e-08,0.0184453332362283
"315_05Mem_1C03",4.29927508239858e-08,7.87027677767579e-08,0.639677264380594,1.58114578104928e-06,0.000342837887120133,0.99673888738462
"315_05Mem_1E03",4.84514742607471e-07,4.43351903602502e-05,0.991966655642007,2.73487897449177e-07,8.25845141744456e-07,0.762305770982964
"315_05Mem_1E07",3.86829851304649e-08,3.53620334443343e-07,0.919798966766891,2.10672239021193e-07,1.29228074364398e-07,0.201545228025696
"315_05Mem_1F12",3.04659940383648e-08,1.988037850136e-07,0.887931461925337,2.00899032296592e-07,1.00166746138566e-05,0.985257709981367
"315_24Mem_1D06",NA,NA,NA,3.39502754317893e-06,0.000219020361556188,0.989039819005097
"315-02-04_1C02",2.34136660426627e-06,0.00684407684988888,0.999748519669694,6.00817762570359e-07,4.79858139565964e-05,0.990796261735101
"315-02-04_1E10",2.86378672624624e-07,3.295755558622e-05,0.993612544566106,1.17780385185226e-06,0.00021189923204908,0.995914077760835
"315-02-06_1H01",3.40251250459708e-07,1.33043483486392e-06,0.814680912204323,2.78874384842567e-06,0.000610944498092569,0.996644522371759
"315-02-08_1A06",3.46309024413924e-07,8.64108999788229e-05,0.997166139036508,4.36442178676618e-07,3.74426629606841e-05,0.99175804503191
"315-02-08_1B10",2.61811152992731e-07,1.0578411334422e-05,0.98180893712914,1.21212085036839e-06,0.000236308349759026,0.996229370972553
"315-02-08_1C03",1.69917597635038e-07,5.14825434391665e-06,0.975743800994792,3.23881438385061e-07,3.30042358382394e-05,0.992786324951099
"315-02-08_1G03",2.61556582414391e-07,1.41542481398089e-06,0.865180142625926,2.74977932238866e-06,0.0020082314865013,0.998993454572659
"315-05-04_1F12",2.81365182481576e-07,6.77564046817086e-06,0.969485720176043,1.11543047566175e-06,9.97225955293087e-05,0.991777831938584
"315-05-08_1C09",2.84780776563733e-10,1.11232243381383e-09,0.821859642406838,1.81472968771066e-06,0.000326578018609167,0.996070777304486
"315-06-04_1B12",1.6328224075504e-07,4.79633982265892e-07,0.755976339862326,8.52992734168428e-07,3.21570050540982e-05,0.980503738930086
"315-06-04_1D02",9.07537219004158e-08,1.74444798947606e-07,0.638847930968032,8.50485020298938e-06,0.319396846609815,0.999980425731741
"315-06-04_1D10",5.063019005611e-07,4.78533208997707e-05,0.992518816212021,1.19059022158297e-06,3.81899222532359e-05,0.977960941339054
"315-06-04_1F02",3.71937485768969e-07,0.000131907064563128,0.998006179604696,4.29707254747644e-07,1.26227998640267e-05,0.975935535295723
"315-06-05M_1G03",1.47312105253176e-07,3.21063644755255e-06,0.966287286999599,2.63415097152035e-07,2.27737002385267e-07,0.331150492683222
"315-06-05M_1H05",2.5415034194781e-07,8.0878963474241e-06,0.976905459114511,1e-05,2.20983583208508,0.999996673485047
"315-06-06_1A01",6.38344951201749e-07,4.05633554469768e-05,0.988432296560285,1.18576191853971e-06,0.000187854904269244,0.995359971937452
"315-06-06_1A03",3.791568981741e-07,4.92333912131861e-05,0.994338871954692,9.28866711786574e-07,7.63263930457631e-05,0.991054309712353
"315-06-06_1A11",4.10592204425968e-07,1.57244049727722e-05,0.98080800260009,1.78173045707298e-06,0.0057305517838205,0.999771442727613
"315-06-06_1C05",3.80112206967265e-07,2.90916434377688e-06,0.908001054611665,1.80885861208415e-06,0.0161968749552443,0.999921030680896
"315-06-06_1D09",1.33383750441e-09,1.25145081924848e-09,0.39813218383058,2.13772383251422e-07,2.00975222659613e-07,0.398910075983766
"315-06-06_5E02",5.00795805955857e-08,1.18847224042424e-07,0.714447049861306,2.55717505131289e-06,0.00146766742910701,0.998767980803212
"315-06-08_1G02",7.93716404672542e-07,0.00065825013249871,0.999113612236092,7.43541854473891e-07,4.27293776876369e-05,0.987209158358847
"315-09-04_1A04",1e-05,0.501306041039148,0.999985336199175,5.08103712885749e-07,1.38401519354865e-06,0.73789558104218
"315-09-04_1B09",1.1948708183446e-09,2.99468510197109e-09,0.728466457788268,3.9439381207838e-09,6.56861515576807e-09,0.609200754942519
"315-09-04_1B10",1.63614435928812e-06,0.000351400975453518,0.996577321902055,3.3636688329392e-06,0.00486136791195937,0.999491367407002
"315-09-05M_1C10",1.83130456466675e-06,0.00358160877717272,0.999624134989991,2.80217112049081e-07,4.90954721503131e-07,0.608114576058009
"315-09-05M_1D02",1.7070656627371e-07,3.81163258660834e-06,0.967092477669612,2.94469586786216e-06,0.0157469235168966,0.999862534341533
"315-09-05M_1E08",5.00483471497094e-09,3.56622838546626e-09,0.295612895436698,1.90287607564865e-09,6.02308531401996e-09,0.781977518142553
"315-09-06_1D09",2.11919289822789e-07,1.24883034187073e-05,0.987526487986072,1.05566238442392e-07,3.76239071502774e-08,0.0675257117138963
"315-09-06_1G05",2.9486177703313e-07,1.33608763870795e-06,0.839499892760007,2.19447729769156e-07,5.33377869845639e-06,0.969766928137771
"315-09-06_5E06",8.76768957191224e-07,8.28165491074561e-05,0.992217722560413,1.4183097640107e-06,0.000320486834998255,0.996746816959045
"315-09-08_1A05",6.43882277814122e-07,2.00124506471123e-05,0.976354102409215,5.17043734989784e-07,1.96016183075597e-05,0.980612683393356
"315-09-08_1C01",2.07571548513649e-07,1.0353260659959e-06,0.853920240673645,1.75971950196494e-06,0.000747247983705113,0.998268878097066
"315-09-08_1D10",8.13062997525294e-08,4.24438034769382e-07,0.860317437731255,1.50296231803098e-07,1.36348171717698e-07,0.350826673348882
"315-09-08_1E10",1.43515703551311e-07,2.28991183510532e-07,0.575287006546978,2.49730153707824e-06,0.00649505623730329,0.999717357447996
"315-21-04_1E09",1.45317231029732e-07,8.47100792166941e-08,0.184767445390898,6.09122439056774e-07,4.90322594787831e-05,0.99086818111532
"315-21-05M_1F06",1.16247054240073e-07,9.15348635888169e-08,0.293649811122077,1e-05,1.76914095005389,0.999995844846654
"315-21-06_1G07",3.73986129499419e-07,5.50774404274299e-06,0.950136053311555,2.22882109756175e-07,3.87051182217307e-06,0.957700378900987
"315-21-08_1A07",5.75022691128152e-08,3.92772426566629e-09,0.000691181203405301,1.34453092470191e-06,0.000283521554344559,0.996513962654494
"315-21-08_1C07",2.58918978652068e-07,1.01335622186961e-05,0.981220317703458,4.66370927706489e-07,1.68344014908567e-05,0.979638525641103
"315-21-08_1E10",3.78279890666752e-06,0.0718324079642845,0.999961288293114,2.37302214340329e-06,0.000564999663384795,0.996912539639112
"315-21-08_1G05",6.67797131460173e-08,1.28145099778036e-06,0.961714874296608,1e-05,0.666804855663839,0.999988975707246
"315-24-04_1A06",7.25530807180355e-07,1.99446105411281e-05,0.97326672852014,1e-05,0.684318715035401,0.999989257853428
"315-24-04_1B09",2.02810152357785e-07,1.25279279527073e-07,0.203911068394262,4.8430542908495e-06,0.0137572305928713,0.999741215774393
"315-24-04_1D10",3.47621818647024e-07,3.18334988294196e-06,0.919938470420045,4.10070925985716e-07,1.60601699773628e-05,0.981232975525107
"315-24-04_1E03",2.98348639697454e-07,8.84740324867225e-06,0.975217334853296,4.89345269090871e-07,3.63230090303036e-06,0.901363550851522
"315-24-04_1F08",1.52216962436165e-07,1.2242115836504e-06,0.912417071819264,7.67697887870613e-07,1.98493116070428e-06,0.736204414270257
"315-24-06_1E01",3.25265073393718e-06,0.0134693153809148,0.999829243633234,1.93694013713102e-06,0.000772923835832784,0.998227999588159
"315-24-06_1E02",1.62388003338527e-07,9.72311779046782e-06,0.987723601768303,1.50487617608111e-07,2.89955207123022e-06,0.961870640065452
"315-24-06_1F11",2.02614001961833e-07,1.0534810521247e-06,0.859768030859687,2.67397447928853e-06,0.0114937647971883,0.999828980970195
"315-24-06_1G10",7.8761753791856e-08,2.77993952426976e-07,0.795356567391357,2.65814334697148e-07,1.22882661031902e-05,0.984100182988299
"315-24-08_1C05",1.94475845195222e-07,1.28071178566798e-07,0.226190310445163,1.55572222723239e-07,2.7764085313711e-07,0.61437154372658
"315-24-08_1E08",3.09328154521837e-07,1.32548517098857e-05,0.982846943695827,2.91991389781554e-07,3.44018569502671e-07,0.458369481203034
"315-53-04_1F05",2.6285282590797e-07,1.10168604931497e-05,0.983131440204791,2.2605387914397e-06,0.00112777549313959,0.998582660544791
"315-53-04_1G07",7.25257249324623e-08,8.52980222030977e-07,0.937596945989224,2.86758023172446e-07,1.64897602346905e-06,0.873016093698243
"315-53-06_1C11",1e-05,3.95849074934846,0.999998213696012,1e-05,1.69257794982917,0.999995822308915
"315-53-06_1F01",1.49417827939278e-07,5.62798349283541e-07,0.807829982058031,1e-05,0.686297510212629,0.999989288826159
"315-53-08_1D04",2.99222043269586e-07,9.14494292960234e-07,0.765018575489459,2.08431937651791e-06,0.000824231190014761,0.998141065467293
"315-54-05M_1B11",3.1577271887278e-07,8.92596619990266e-05,0.997498485573263,3.27662164808084e-07,3.21276858857353e-05,0.992788583812102
"315-54-05M_1D04",2.08771932108225e-07,1.03489093569556e-05,0.985171823537825,2.34725194584384e-07,5.39251306155294e-06,0.968015821324709
"315-54-05M_1H04",1.77230160945966e-07,7.18094134730682e-07,0.828080006590393,4.1395870052092e-07,1.73149872546101e-05,0.983097233488445
"315-54-06_1D01",7.15478832833734e-07,4.0419094919513e-05,0.986988437331264,1.85757631206347e-06,0.00353231837033941,0.999613422752999
"315-54-06_4C08",2.11129028113688e-07,9.70176137091666e-06,0.984004377347467,5.36001420971982e-07,0.00022929256629626,0.998281597365378
"315-54-08_1A06",4.90038908665764e-07,1.63053609448748e-05,0.977911690341717,2.79761743599879e-06,0.00203263408982591,0.998988237847482
"315-54-08_1F01",1.18232892375367e-06,0.000556268563406564,0.998437561786904,1.62980947373974e-06,0.00124484387645841,0.999037565291927
"315-54-08_1F11",1.18801369649708e-06,0.000395943550521919,0.99787835753573,1e-05,0.483155490818859,0.999985364819514
"321.11.GC.6.1D06_1",1.6294207117886e-09,4.84646654997717e-09,0.75885666852638,4.97033042810421e-06,0.0185178340738947,0.999802692062149
"321.11.GC.6.2A02_1",5.26193471757225e-07,1.10376929715125e-05,0.964973447197183,1.02653805093587e-06,6.75548078930968e-05,0.988830184587609
"321.11.GC.6.2A08_1",1.19304429933075e-07,7.40604998786772e-07,0.882259147277189,1.90470250239298e-06,0.0038617801664781,0.999637432332685
"321.11.PB.6.1B11_1",NA,NA,NA,3.31935875828003e-06,0.0148961052834181,0.999836193569375
"321.11.PB.6.1H03_1",1.54607750462483e-07,4.61332421837768e-06,0.97537034072399,1e-05,1.39922427547999,0.999994746337619
