,ID,K_bin0_Expression_1,K_bin0_Expression_2,K_bin0_binding_1,K_bin0_binding_2,K_bin1_Expression_1,K_bin1_Expression_2,K_bin1_binding_1,K_bin1_binding_2,K_input_Binding_1,K_input_Binding_2,K_input_Expression_1,K_input_Expression_2,concentration
3582,H1N1_300-16-IgG-2E03_,,,,3.0,,,,1.0,5.0,6.0,6.0,8.0,A
3583,EF175425.1,,,,,,,,1.0,,,,,A
3584,MW457680.1,,,,1.0,,,,1.0,,,,1.0,A
3585,AF460965.1,,,,3.0,,,,2.0,2.0,2.0,1.0,3.0,A
3586,MT791234.1,,,,,,,,1.0,,,,1.0,A
3587,315-06-04_1A07,,,,,,,,1.0,,,,,A
3588,AY393614.1,,,,1.0,,,,1.0,,1.0,,,A
3589,MT665777.1,,,,2.0,,,,1.0,1.0,1.0,,,A
3590,20A-604-30_1D05,,,,1.0,,,,1.0,,,,,A
3591,315-53-08_1C05,,1.0,,,,,,1.0,1.0,,1.0,2.0,A
3592,EF407834.1,,,,3.0,,,,1.0,,4.0,2.0,,A
3593,MN281936.1,,,,1.0,,,,1.0,,,,,A
3594,125f11,270.0,1.0,152.0,141.0,232.0,321.0,10.0,,863.0,1305.0,1212.0,1041.0,A
3595,ADI-56001,207.0,19.0,38.0,169.0,252.0,833.0,15.0,,1301.0,1613.0,1764.0,1396.0,A
3596,K77-1A11,120.0,,147.0,,168.0,406.0,2.0,,367.0,394.0,515.0,473.0,A
3597,125f06,116.0,,1.0,41.0,67.0,263.0,1.0,,405.0,589.0,657.0,445.0,A
3598,561_02_33,188.0,,,,30.0,4.0,,,254.0,154.0,261.0,215.0,A
3599,AG7-G05,63.0,27.0,77.0,45.0,24.0,245.0,,,379.0,351.0,533.0,416.0,A
3600,CV2-15,67.0,,49.0,6.0,22.0,11.0,1.0,,342.0,303.0,440.0,319.0,A
3601,3c16,88.0,11.0,96.0,63.0,99.0,468.0,1.0,,531.0,605.0,693.0,720.0,A
3602,125a07,226.0,81.0,227.0,170.0,352.0,761.0,2.0,,1229.0,1657.0,1664.0,1371.0,A
3603,018_10_4D06,137.0,,16.0,,17.0,251.0,,,255.0,446.0,420.0,371.0,A
3604,561_05_54,85.0,126.0,20.0,25.0,39.0,51.0,1.0,,237.0,271.0,319.0,276.0,A
3605,321.11.GC.6.2A02,62.0,,11.0,14.0,7.0,60.0,,,133.0,194.0,187.0,148.0,A
3606,321.4.GC.5.2H01,163.0,145.0,265.0,556.0,344.0,1300.0,200.0,,1910.0,2766.0,2818.0,2381.0,A
3607,271,174.0,,50.0,,106.0,464.0,1.0,,642.0,783.0,848.0,706.0,A
3608,5.6.c2501,144.0,26.0,29.0,71.0,37.0,55.0,1.0,,566.0,813.0,803.0,649.0,A
3609,125b04,199.0,38.0,33.0,71.0,71.0,176.0,,,377.0,390.0,518.0,474.0,A
3610,COVA2-14,90.0,,55.0,,,22.0,,,167.0,59.0,223.0,191.0,A
3611,COVA2-32,21.0,42.0,,,,8.0,,,144.0,173.0,211.0,128.0,A
3612,051_09_4C06,105.0,35.0,114.0,80.0,89.0,372.0,3.0,,913.0,1025.0,1168.0,1020.0,A
3613,030M_10_1F03,119.0,1.0,42.0,101.0,35.0,104.0,8.0,,470.0,386.0,629.0,511.0,A
3614,321.5.PB.5.6B02,244.0,2.0,57.0,80.0,313.0,808.0,19.0,,1319.0,1428.0,1718.0,1537.0,A
3615,321.4.GC.12.3B04,249.0,1.0,61.0,83.0,64.0,104.0,1.0,,790.0,652.0,1107.0,875.0,A
3616,Pl1_N12,58.0,2.0,30.0,91.0,87.0,292.0,1.0,,525.0,773.0,657.0,507.0,A
3617,T3-1B,20.0,,40.0,,39.0,,,,31.0,1.0,38.0,24.0,A
3618,3c50,172.0,1.0,34.0,36.0,193.0,549.0,,,693.0,877.0,1043.0,916.0,A
3619,COV2-2166,51.0,85.0,89.0,,151.0,502.0,,,353.0,541.0,478.0,472.0,A
3620,321.5.PB.5.7C11,122.0,91.0,132.0,,99.0,495.0,36.0,,403.0,404.0,596.0,478.0,A
3621,152d03,47.0,,14.0,,33.0,50.0,,,202.0,204.0,307.0,182.0,A
3622,5.6.c3260,54.0,11.0,,107.0,15.0,147.0,,,254.0,144.0,365.0,297.0,A
3623,16563430_60h10,55.0,,,,77.0,62.0,,,203.0,272.0,327.0,283.0,A
3624,CV2-54,75.0,,73.0,71.0,31.0,190.0,,,387.0,338.0,568.0,485.0,A
3625,Z1800M-30Jan08-1HA6-1,77.0,1.0,,128.0,20.0,459.0,,,430.0,667.0,647.0,514.0,A
3626,321.5.GC.60.1C10,110.0,46.0,1.0,,50.0,144.0,1.0,,443.0,385.0,674.0,556.0,A
3627,16563430_61c06,118.0,,,171.0,90.0,316.0,,,500.0,485.0,693.0,592.0,A
3628,125h09,49.0,1.0,55.0,116.0,63.0,40.0,,,562.0,690.0,694.0,498.0,A
3629,COV2-vax-38,30.0,,22.0,6.0,18.0,298.0,1.0,,202.0,220.0,259.0,206.0,A
3630,321.5.GC.28.1D02,95.0,2.0,116.0,244.0,54.0,195.0,,,483.0,382.0,603.0,472.0,A
3631,COV2-2676,73.0,27.0,55.0,30.0,79.0,9.0,,,463.0,606.0,560.0,434.0,A
3632,321.5.PB.5.5A04,250.0,22.0,199.0,116.0,146.0,393.0,2.0,,1098.0,1169.0,1360.0,1111.0,A
3633,COVA2-23,37.0,,,11.0,15.0,125.0,,,222.0,249.0,288.0,246.0,A
3634,16563430_60d05,34.0,,44.0,15.0,1.0,129.0,,,132.0,178.0,195.0,169.0,A
3635,BF520.8,171.0,2.0,139.0,92.0,89.0,623.0,38.0,,778.0,935.0,1197.0,913.0,A
3636,291,133.0,56.0,1.0,95.0,123.0,125.0,,,368.0,519.0,563.0,402.0,A
3637,16563430_63a02,84.0,,24.0,95.0,24.0,178.0,,,278.0,407.0,352.0,300.0,A
3638,125g12,63.0,45.0,61.0,47.0,120.0,126.0,3.0,,630.0,440.0,882.0,706.0,A
3639,COV2-2479,119.0,2.0,42.0,17.0,147.0,128.0,,,541.0,566.0,742.0,651.0,A
3640,16563430_62F10,107.0,1.0,1.0,,100.0,368.0,,,587.0,551.0,790.0,678.0,A
3641,K77-2D05,263.0,107.0,524.0,851.0,419.0,1654.0,4.0,,2719.0,3173.0,3525.0,3136.0,A
3642,CV2-70,43.0,54.0,49.0,49.0,37.0,241.0,1.0,,368.0,390.0,674.0,509.0,A
3643,16563430_60d04,173.0,2.0,1.0,,158.0,348.0,36.0,,477.0,580.0,936.0,618.0,A
3644,16563430_60g11,304.0,44.0,181.0,146.0,58.0,275.0,,,695.0,540.0,1083.0,802.0,A
3645,CHOI8,112.0,3.0,111.0,122.0,42.0,59.0,,,522.0,615.0,811.0,500.0,A
3646,16563430_63c07,310.0,46.0,240.0,239.0,345.0,1434.0,39.0,,1959.0,2301.0,2699.0,2340.0,A
3647,R1142F-27Nov07-1HG8-4,8.0,27.0,52.0,100.0,113.0,444.0,,,595.0,888.0,791.0,647.0,A
3648,T1-3B,6.0,11.0,49.0,,10.0,119.0,1.0,,181.0,304.0,298.0,181.0,A
3649,125c04,34.0,5.0,133.0,25.0,153.0,624.0,191.0,,988.0,1480.0,1424.0,1174.0,A
3650,125f07,213.0,114.0,62.0,92.0,205.0,854.0,,,1177.0,1486.0,1665.0,1309.0,A
3651,5.6.c3555,49.0,,,,70.0,,1.0,,175.0,181.0,174.0,170.0,A
3652,Z1800M-30Jan08-6HF9-5,74.0,,1.0,,33.0,1.0,9.0,,179.0,145.0,179.0,129.0,A
3653,P532,109.0,1.0,37.0,194.0,101.0,302.0,,,530.0,376.0,764.0,593.0,A
3654,ADI-55968,91.0,,6.0,,26.0,3.0,,,116.0,91.0,182.0,150.0,A
3655,CLK514,42.0,,138.0,21.0,127.0,135.0,1.0,,294.0,173.0,394.0,345.0,A
3656,CLL246,43.0,1.0,1.0,19.0,56.0,185.0,15.0,,446.0,649.0,623.0,477.0,A
3657,ADI-56015,21.0,,,,9.0,,,,32.0,39.0,48.0,33.0,A
3658,SFV015_1A01,11.0,,,,,,,,127.0,24.0,148.0,158.0,A
3659,31.f.01_Heavy,58.0,75.0,24.0,96.0,202.0,109.0,,,518.0,414.0,636.0,537.0,A
3660,125a04,40.0,,1.0,42.0,119.0,97.0,1.0,,308.0,324.0,402.0,320.0,A
3661,ADI-16008,47.0,1.0,,106.0,5.0,342.0,51.0,,301.0,470.0,390.0,407.0,A
3662,R774F-27Nov07-2HA2-2,21.0,,,,14.0,1.0,,,72.0,92.0,157.0,113.0,A
3663,AG12-2E01,120.0,1.0,,,89.0,185.0,,,268.0,275.0,451.0,262.0,A
3664,ADI-55739,28.0,,,,,,,,42.0,49.0,106.0,54.0,A
3665,321.5.PB.5.4B01,60.0,,85.0,72.0,111.0,360.0,1.0,,597.0,844.0,804.0,595.0,A
3666,DH312,53.0,7.0,45.0,60.0,129.0,410.0,29.0,,685.0,760.0,961.0,769.0,A
3667,051_09_5C01,258.0,133.0,87.0,357.0,181.0,1240.0,3.0,,1529.0,1685.0,2142.0,1683.0,A
3668,321.11.GC.6.1D11,177.0,3.0,110.0,1.0,43.0,274.0,1.0,,280.0,259.0,509.0,408.0,A
3669,ADI-56049,35.0,,,93.0,25.0,107.0,,,160.0,195.0,243.0,189.0,A
3670,S104,132.0,2.0,177.0,106.0,58.0,459.0,1.0,,460.0,672.0,543.0,529.0,A
3671,150055-005_2D06,45.0,4.0,16.0,27.0,47.0,129.0,,,253.0,290.0,376.0,287.0,A
3672,MG505.141,137.0,2.0,2.0,65.0,85.0,218.0,2.0,,263.0,272.0,373.0,265.0,A
3673,321.5.PB.5.4A03,57.0,,45.0,9.0,17.0,77.0,,,248.0,223.0,302.0,292.0,A
3674,M11,42.0,10.0,5.0,101.0,32.0,145.0,1.0,,484.0,616.0,574.0,453.0,A
3675,2-17,41.0,,1.0,2.0,,1.0,,,156.0,121.0,254.0,145.0,A
3676,5T0404,321.0,2.0,189.0,295.0,259.0,723.0,2.0,,1320.0,1892.0,2222.0,1944.0,A
3677,321.11.GC.6.1D06,82.0,1.0,1.0,18.0,,141.0,,,348.0,450.0,505.0,381.0,A
3678,C102B1,80.0,2.0,1.0,28.0,28.0,35.0,1.0,,239.0,154.0,266.0,196.0,A
3679,16563430_62d07,60.0,,69.0,23.0,8.0,,1.0,,177.0,312.0,222.0,239.0,A
3680,125f10,187.0,94.0,96.0,87.0,306.0,780.0,96.0,,1149.0,1447.0,1348.0,1287.0,A
3681,125b11,121.0,,101.0,186.0,119.0,204.0,1.0,,760.0,935.0,923.0,797.0,A
3682,COV2-2617,37.0,3.0,,119.0,90.0,55.0,,,255.0,282.0,380.0,305.0,A
3683,ADI-15766,44.0,,,126.0,2.0,100.0,,,220.0,314.0,262.0,199.0,A
3684,321.5.GC.12.4B07,37.0,60.0,41.0,67.0,14.0,63.0,,,262.0,434.0,411.0,407.0,A
3685,C8-2-F02,70.0,55.0,,,,111.0,,,154.0,77.0,243.0,230.0,A
3686,PG20,55.0,1.0,175.0,8.0,76.0,152.0,10.0,,292.0,438.0,484.0,342.0,A
3687,136e10,38.0,64.0,67.0,59.0,,139.0,,,211.0,108.0,320.0,223.0,A
3688,R1142F-27Nov07-4HD3-2,14.0,,,,,,,,36.0,23.0,47.0,33.0,A
3689,ADI-14392,61.0,29.0,,,9.0,185.0,,,259.0,186.0,314.0,246.0,A
3690,QA255.072,114.0,114.0,1.0,20.0,,,,,152.0,217.0,247.0,147.0,A
3691,ADI-55982,68.0,1.0,,,10.0,,,,57.0,27.0,83.0,46.0,A
3692,ADI-55715,21.0,,1.0,,,100.0,1.0,,150.0,154.0,223.0,115.0,A
3693,4T0154,101.0,,150.0,74.0,74.0,391.0,,,740.0,732.0,1015.0,804.0,A
3694,136b09,28.0,,76.0,133.0,27.0,348.0,9.0,,462.0,315.0,645.0,601.0,A
3695,CV-X2-106,89.0,33.0,62.0,118.0,158.0,638.0,1.0,,650.0,751.0,777.0,665.0,A
3696,COV2-2054,205.0,,17.0,129.0,141.0,304.0,2.0,,476.0,920.0,885.0,736.0,A
3697,16563430_60f08,87.0,3.0,245.0,29.0,114.0,264.0,1.0,,805.0,632.0,1060.0,862.0,A
3698,ADI-55747,23.0,,150.0,30.0,,81.0,1.0,,134.0,210.0,213.0,180.0,A
3699,1009-3A02,58.0,3.0,16.0,52.0,103.0,644.0,2.0,,792.0,1232.0,1031.0,1040.0,A
3700,ADI-42227,65.0,26.0,48.0,33.0,91.0,242.0,1.0,,434.0,291.0,703.0,503.0,A
3701,321.5.PB.5.7D11,53.0,,86.0,74.0,172.0,382.0,64.0,,815.0,1234.0,1118.0,962.0,A
3702,70-1F02,92.0,,12.0,20.0,38.0,151.0,,,366.0,523.0,494.0,413.0,A
3703,125h07,6.0,,12.0,38.0,65.0,329.0,,,622.0,490.0,903.0,708.0,A
3704,042_10_4D02,24.0,1.0,,,,,,,5.0,17.0,3.0,1.0,A
3705,M36,93.0,46.0,1.0,,18.0,242.0,,,401.0,234.0,634.0,464.0,A
3706,K77-1H04,14.0,,,34.0,18.0,,1.0,,51.0,29.0,34.0,27.0,A
3707,5.6.c3989,94.0,1.0,74.0,131.0,117.0,254.0,136.0,,685.0,605.0,912.0,765.0,A
3708,ADI-56037,29.0,,46.0,,21.0,12.0,,,84.0,63.0,87.0,92.0,A
3709,125f04,66.0,,16.0,49.0,25.0,31.0,,,112.0,102.0,131.0,139.0,A
3710,ADI-56022,37.0,,,,,,,,33.0,,47.0,29.0,A
3711,BF520.2,17.0,63.0,,,,,,,30.0,19.0,26.0,29.0,A
3712,136E02,25.0,2.0,1.0,30.0,68.0,292.0,1.0,,445.0,656.0,615.0,547.0,A
3713,H1N1_296-16-IgG-2G04,16.0,,15.0,,,12.0,,,120.0,142.0,211.0,147.0,A
3714,C12E9,54.0,59.0,,,92.0,116.0,1.0,,221.0,131.0,272.0,228.0,A
3715,030_09_2B03,31.0,26.0,132.0,29.0,49.0,197.0,1.0,,270.0,270.0,313.0,326.0,A
3716,321.5.PB.5.6B12,83.0,87.0,123.0,167.0,61.0,385.0,8.0,,773.0,763.0,1057.0,680.0,A
3717,R95-1E02,70.0,,15.0,136.0,13.0,290.0,2.0,,490.0,471.0,687.0,527.0,A
3718,16563430_135e04,27.0,,2.0,72.0,,352.0,,,438.0,635.0,632.0,432.0,A
3719,125F03,123.0,,81.0,61.0,168.0,227.0,2.0,,502.0,443.0,594.0,457.0,A
3720,16563430_62b03,38.0,,15.0,8.0,77.0,65.0,,,389.0,330.0,634.0,551.0,A
3721,MG505.122,11.0,,83.0,12.0,,,,,32.0,1.0,35.0,46.0,A
3722,650,75.0,1.0,21.0,30.0,28.0,127.0,,,287.0,235.0,510.0,332.0,A
3723,H3N2_228-14-2B02,66.0,2.0,29.0,58.0,143.0,594.0,2.0,,796.0,1086.0,990.0,790.0,A
3724,039_10_5G05,115.0,17.0,4.0,18.0,52.0,35.0,,,296.0,149.0,367.0,286.0,A
3725,47M,65.0,2.0,,47.0,106.0,248.0,,,245.0,164.0,368.0,267.0,A
3726,3T0210,24.0,,5.0,19.0,25.0,38.0,,,178.0,143.0,237.0,216.0,A
3727,T2-5C,44.0,55.0,22.0,79.0,48.0,115.0,32.0,,297.0,425.0,450.0,356.0,A
3728,3T0251,148.0,2.0,57.0,85.0,99.0,495.0,,,448.0,545.0,729.0,535.0,A
3729,56.g.01_Heavy,119.0,191.0,353.0,244.0,298.0,940.0,38.0,,2015.0,2484.0,2897.0,2360.0,A
3730,II-1,21.0,,134.0,,,46.0,1.0,,228.0,291.0,394.0,334.0,A
3731,1a6,35.0,,70.0,31.0,19.0,18.0,24.0,,238.0,401.0,338.0,248.0,A
3732,267,28.0,,77.0,29.0,,300.0,,,237.0,445.0,427.0,305.0,A
3733,COV2-2481,36.0,,1.0,,,69.0,,,47.0,70.0,122.0,71.0,A
3734,ADI-14571,21.0,,,,11.0,,,,17.0,31.0,19.0,12.0,A
3735,125c12,15.0,,34.0,17.0,80.0,112.0,,,427.0,318.0,571.0,380.0,A
3736,COVA2-18,20.0,,44.0,,,33.0,1.0,,35.0,49.0,60.0,48.0,A
3737,ADI-55728,20.0,,12.0,,26.0,,,,23.0,4.0,47.0,55.0,A
3738,CV576,54.0,2.0,17.0,49.0,64.0,209.0,9.0,,355.0,344.0,756.0,614.0,A
3739,2723-2859,53.0,1.0,22.0,24.0,,312.0,,,240.0,174.0,399.0,308.0,A
3740,321.5.PB.5.7A01,42.0,31.0,3.0,66.0,25.0,154.0,,,312.0,637.0,353.0,382.0,A
3741,MAD0004J08,15.0,1.0,1.0,1.0,,26.0,,,120.0,109.0,194.0,189.0,A
3742,P003_030,26.0,,,,,,,,8.0,31.0,16.0,31.0,A
3743,Pl1_L09,18.0,1.0,,,75.0,1.0,,,90.0,125.0,115.0,96.0,A
3744,Z1800M-30Jan08-7HA11-1,42.0,68.0,109.0,151.0,166.0,265.0,1.0,,681.0,735.0,1073.0,851.0,A
3745,CV2-33,33.0,,,,,13.0,,,75.0,42.0,85.0,79.0,A
3746,MG505.13,28.0,,,32.0,53.0,29.0,,,213.0,275.0,238.0,189.0,A
3747,COVA1-04,15.0,,,,,,,,65.0,116.0,96.0,53.0,A
3748,ISD102_P3A6,12.0,1.0,,32.0,32.0,146.0,1.0,,167.0,227.0,237.0,203.0,A
3749,039_10_4B04,49.0,2.0,22.0,50.0,139.0,516.0,39.0,,810.0,815.0,1160.0,895.0,A
3750,147h02,86.0,,140.0,1.0,,41.0,,,453.0,483.0,529.0,487.0,A
3751,CC40.2,21.0,5.0,,37.0,4.0,20.0,,,93.0,38.0,140.0,75.0,A
3752,125h10,42.0,,20.0,60.0,34.0,46.0,1.0,,510.0,381.0,659.0,489.0,A
3753,321.5.GC.12.1A10,20.0,,,,,,,,2.0,,19.0,14.0,A
3754,16563430_61a04,69.0,,,38.0,21.0,7.0,,,252.0,193.0,277.0,276.0,A
3755,125g06,33.0,,,,,181.0,,,102.0,53.0,164.0,157.0,A
3756,MG505.72,45.0,,42.0,39.0,64.0,123.0,,,198.0,394.0,255.0,226.0,A
3757,ADI-14418,84.0,,119.0,101.0,254.0,444.0,,,995.0,1253.0,1398.0,1247.0,A
3758,ADI-55721,41.0,,1.0,,6.0,19.0,,,92.0,35.0,150.0,120.0,A
3759,Anon-2L19,27.0,96.0,50.0,32.0,58.0,284.0,,,337.0,484.0,442.0,430.0,A
3760,ADI-14598,13.0,,,14.0,17.0,204.0,,,146.0,208.0,232.0,136.0,A
3761,125e05,14.0,,49.0,206.0,35.0,310.0,1.0,,706.0,1079.0,985.0,733.0,A
3762,321.5.GC.60.1D11,54.0,,21.0,136.0,2.0,104.0,,,244.0,163.0,277.0,293.0,A
3763,16563430_62H07,16.0,12.0,74.0,111.0,7.0,100.0,,,375.0,392.0,452.0,443.0,A
3764,CV2-5,30.0,,5.0,,4.0,85.0,,,186.0,367.0,321.0,210.0,A
3765,WR8,25.0,,,33.0,,86.0,1.0,,43.0,25.0,81.0,54.0,A
3766,018_10_4D03,48.0,24.0,29.0,79.0,21.0,186.0,,,274.0,307.0,398.0,327.0,A
3767,034-10040_4C01,15.0,,,,28.0,,,,35.0,50.0,46.0,31.0,A
3768,T2-5A,16.0,19.0,,35.0,22.0,219.0,1.0,,296.0,359.0,369.0,301.0,A
3769,R66M-03Nov06-4HC1-4,12.0,,6.0,42.0,4.0,49.0,,,174.0,308.0,243.0,196.0,A
3770,ADI-55704,19.0,79.0,,,46.0,,,,43.0,2.0,56.0,34.0,A
3771,302-1B12,47.0,1.0,42.0,1.0,33.0,19.0,1.0,,292.0,356.0,497.0,443.0,A
3772,136g09,65.0,1.0,1.0,11.0,22.0,,,,195.0,209.0,377.0,188.0,A
3773,CLK328,11.0,,,,,8.0,,,124.0,46.0,126.0,127.0,A
3774,1T0371,82.0,1.0,93.0,158.0,140.0,584.0,2.0,,546.0,865.0,836.0,588.0,A
3775,Z1800M-30Jan08-6HB11-3,22.0,,60.0,,50.0,77.0,,,239.0,123.0,379.0,223.0,A
3776,561_05_78,41.0,,1.0,24.0,13.0,192.0,,,209.0,278.0,284.0,240.0,A
3777,70-5B03,18.0,10.0,7.0,14.0,,53.0,,,233.0,320.0,371.0,275.0,A
3778,QA255.157,14.0,,,,,,,,16.0,30.0,11.0,22.0,A
3779,W85-1C10,10.0,,1.0,23.0,41.0,132.0,,,88.0,77.0,109.0,143.0,A
3780,CC6.33,23.0,,84.0,,50.0,226.0,,,334.0,545.0,437.0,300.0,A
3781,CV2-47,28.0,,1.0,,,12.0,,,132.0,214.0,211.0,156.0,A
3782,NAA128,66.0,3.0,84.0,57.0,67.0,85.0,,,197.0,224.0,324.0,232.0,A
3783,5B6,10.0,,,33.0,3.0,47.0,,,218.0,235.0,297.0,236.0,A
3784,136e12,13.0,2.0,61.0,28.0,61.0,386.0,1.0,,213.0,164.0,387.0,346.0,A
3785,ab094,67.0,,101.0,,146.0,275.0,1.0,,277.0,270.0,344.0,237.0,A
3786,H1N1_300-16-IgG-2E02,18.0,60.0,4.0,,62.0,31.0,,,291.0,287.0,423.0,319.0,A
3787,ADI-55723,12.0,,,,,78.0,,,69.0,136.0,123.0,103.0,A
3788,039_10_5F06,20.0,34.0,1.0,,112.0,258.0,1.0,,406.0,290.0,556.0,464.0,A
3789,C83A10,16.0,1.0,6.0,73.0,113.0,214.0,25.0,,515.0,487.0,658.0,512.0,A
3790,321.5.GC.60.1F03,9.0,,16.0,7.0,2.0,110.0,,,270.0,370.0,425.0,299.0,A
3791,321.5.GC.60.1E12,62.0,,95.0,62.0,17.0,259.0,2.0,,508.0,526.0,663.0,533.0,A
3792,CLL861,6.0,1.0,39.0,122.0,91.0,221.0,50.0,,546.0,823.0,793.0,584.0,A
3793,ADI-55706,6.0,,,,,,,,3.0,,8.0,7.0,A
3794,621,32.0,48.0,56.0,40.0,32.0,183.0,1.0,,279.0,416.0,445.0,338.0,A
3795,3T0183,43.0,,1.0,,75.0,472.0,,,589.0,584.0,807.0,635.0,A
3796,ADI-55954,25.0,,,21.0,14.0,54.0,27.0,,90.0,7.0,109.0,102.0,A
3797,ADI-14580,18.0,,,,,34.0,,,24.0,28.0,52.0,24.0,A
3798,Pl1_B06,17.0,,,18.0,17.0,147.0,,,131.0,138.0,150.0,129.0,A
3799,ADI-15794,13.0,,,,6.0,155.0,,,168.0,244.0,217.0,205.0,A
3800,C12B2,11.0,,5.0,,1.0,45.0,,,257.0,285.0,347.0,312.0,A
3801,136G08,42.0,100.0,107.0,19.0,25.0,386.0,,,539.0,508.0,604.0,461.0,A
3802,ADI-55700,17.0,,,38.0,,5.0,,,63.0,75.0,60.0,57.0,A
3803,ADI-15775,15.0,,,,4.0,68.0,,,196.0,175.0,227.0,155.0,A
3804,ADI-55743,21.0,,,,,7.0,,,34.0,29.0,65.0,50.0,A
3805,CQTS067,12.0,1.0,,2.0,18.0,337.0,,,305.0,426.0,347.0,275.0,A
3806,321.5.PB.5.5E03,37.0,1.0,92.0,155.0,114.0,513.0,,,628.0,645.0,773.0,683.0,A
3807,125b05,14.0,,,47.0,,,5.0,,74.0,68.0,102.0,69.0,A
3808,CQTS053,15.0,,10.0,,30.0,66.0,,,134.0,124.0,159.0,182.0,A
3809,ab008,16.0,,15.0,39.0,21.0,199.0,21.0,,286.0,230.0,466.0,294.0,A
3810,CC6.30,17.0,,18.0,80.0,27.0,274.0,,,348.0,539.0,496.0,420.0,A
3811,R66M-03Nov06-4HA3-3,13.0,,,,21.0,54.0,,,123.0,275.0,254.0,186.0,A
3812,PGG14,39.0,,,,24.0,,,,97.0,119.0,134.0,80.0,A
3813,CLLMF9,12.0,,,,,,,,55.0,24.0,81.0,38.0,A
3814,ADI-55696,27.0,,76.0,48.0,,,,,151.0,233.0,212.0,138.0,A
3815,5.6.c2738,28.0,,,,102.0,187.0,1.0,,238.0,316.0,333.0,285.0,A
3816,ADI-55990,15.0,,,,48.0,,,,36.0,202.0,43.0,29.0,A
3817,C53F12,17.0,,1.0,13.0,,80.0,,,80.0,110.0,145.0,109.0,A
3818,Anon-2G21,29.0,1.0,38.0,30.0,35.0,134.0,,,312.0,297.0,460.0,354.0,A
3819,321.5.PB.5.5E05,8.0,,19.0,,16.0,76.0,,,229.0,176.0,385.0,268.0,A
3820,CV1182,9.0,,1.0,24.0,218.0,209.0,,,362.0,378.0,476.0,393.0,A
3821,WRAIR-2018,11.0,,,,1.0,,,,37.0,28.0,70.0,39.0,A
3822,C81H11,10.0,,1.0,22.0,84.0,559.0,1.0,,371.0,324.0,521.0,404.0,A
3823,047_09_4F01,47.0,,,67.0,9.0,1.0,,,332.0,376.0,416.0,350.0,A
3824,C81G1,6.0,2.0,111.0,20.0,123.0,118.0,,,343.0,467.0,417.0,397.0,A
3825,MAD0101H20,11.0,,,,,,,,25.0,22.0,12.0,37.0,A
3826,125c07,6.0,16.0,95.0,33.0,50.0,266.0,,,471.0,750.0,693.0,485.0,A
3827,321.5.PB.5.3D08,14.0,,,,,,,,36.0,,29.0,21.0,A
3828,COVA2-16,15.0,,,10.0,26.0,55.0,,,290.0,272.0,461.0,317.0,A
3829,P896,16.0,1.0,38.0,,52.0,188.0,41.0,,286.0,336.0,318.0,342.0,A
3830,2B04,11.0,,,,,6.0,,,6.0,12.0,11.0,15.0,A
3831,ADI-55705,12.0,,1.0,18.0,21.0,,,,76.0,98.0,93.0,112.0,A
3832,125h06,16.0,,,,10.0,74.0,,,301.0,200.0,444.0,327.0,A
3833,CR9114_stop9,2.0,2.0,6.0,,,2.0,2.0,,4.0,6.0,3.0,8.0,A
3834,16563430_60f09,4.0,,1.0,,7.0,,,,151.0,179.0,178.0,130.0,A
3835,ADI-55952,1.0,,44.0,,12.0,,,,80.0,21.0,137.0,110.0,A
3836,561_05_11,,1.0,,7.0,77.0,266.0,,,208.0,276.0,283.0,242.0,A
3837,8D4,,10.0,,,74.0,148.0,,,171.0,203.0,343.0,326.0,A
3838,Z1800M-30Jan08-2HB2-2,,,42.0,,131.0,211.0,,,106.0,133.0,151.0,109.0,A
3839,MnC2t2p1_C11,,1.0,116.0,230.0,38.0,180.0,,,355.0,214.0,586.0,508.0,A
3840,ADI-56021,,,,39.0,,14.0,,,7.0,21.0,13.0,16.0,A
3841,N60P47,,,,62.0,22.0,233.0,,,279.0,304.0,352.0,273.0,A
3842,DH579UCA,,,1.0,,15.0,85.0,,,57.0,173.0,74.0,67.0,A
3843,ADI-56064,,,,,,24.0,,,18.0,25.0,25.0,19.0,A
3844,R66M-03Nov06-6HC2-2,,78.0,,,46.0,120.0,,,201.0,201.0,258.0,230.0,A
3845,321.5.PB.5.7G07,,,,62.0,9.0,187.0,,,201.0,115.0,325.0,228.0,A
3846,5.6.c2490,,,,,2.0,64.0,,,54.0,80.0,89.0,43.0,A
3847,5e7,,,,,9.0,145.0,,,82.0,81.0,141.0,113.0,A
3848,70-5B01,,,49.0,,,102.0,,,136.0,191.0,118.0,105.0,A
3849,N60P36,,,12.0,7.0,41.0,131.0,,,146.0,172.0,229.0,201.0,A
3850,125a10,,,,20.0,20.0,119.0,1.0,,162.0,245.0,228.0,239.0,A
3851,136a04,,1.0,153.0,64.0,63.0,59.0,,,192.0,225.0,233.0,189.0,A
3852,125a05,,7.0,,,37.0,116.0,,,258.0,221.0,395.0,333.0,A
3853,321.5.PB.5.7H02,,2.0,7.0,24.0,11.0,162.0,1.0,,205.0,191.0,223.0,230.0,A
3854,COV2-vax-39,,,26.0,,,102.0,,,72.0,182.0,87.0,62.0,A
3855,561_06_44,,,,,6.0,86.0,,,37.0,52.0,57.0,58.0,A
3856,H1N1_301-16-IgG-2B04,,,,,13.0,46.0,,,63.0,,64.0,65.0,A
3857,N60P39,,,,,3.0,14.0,,,86.0,113.0,82.0,89.0,A
